,id,name,review_count,rating,phone,display_phone,price,coord_lat,coord_long,is_bakeries,is_desserts,is_icecream,is_cafe,is_donuts,is_cakeshop,is_bubbletea,is_chocolate,is_cupcakes,is_Other,rand_imp_price,knn_imp_price,is_successful,County
1248,CRlcyuPqDjejinTJdBaGGQ,Lark Cafe,5.209486152841421,16.0,1,1,1.0,40.6468086,-73.970108,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1249,HYCnQ1-b9NkzVTzuo5vxvQ,Bluestone Lane,5.017279836814924,16.0,1,1,2.0,40.730139,-73.9901293,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1250,u0bYCPlbJ85_lDjnZQ_e3w,Kaigo Coffee Room,5.2574953720277815,20.25,1,1,2.0,40.7187029822397,-74.0004725370878,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1251,ei7Sik8Je3bZTElhU_rcJg,Cuccio's Bakery,4.962844630259907,16.0,1,1,2.0,40.5901799,-73.97126,1,0,0,0,1,1,0,0,0,0,2.0,2.0,1,Brooklyn
1253,VlMHJ8kFcV3Pm6Fm3aDA5A,Erie Coffee Shop & Bakery,5.564520407322694,20.25,1,1,2.0,40.8278846740723,-74.1040115356445,1,1,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1254,esrgbcohjRBpNZhDi4ErFA,Campbell Cheese & Grocery,4.762173934797756,20.25,1,1,2.0,40.7120245,-73.9488606,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Brooklyn
1255,Ys9iYSjuFDpZj7B1X07v5g,Liberty Bagels Midtown,7.252053951852814,20.25,1,1,1.0,40.75255,-73.99249,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1256,uo95mBuMeEkCqF12KnQiGw,Gregorys Coffee,5.942799375126701,16.0,1,1,2.0,40.7558601,-73.9828599,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1259,Ulr_Nyp2nvt82EPH_BiftA,Olmsted,6.18826412308259,16.0,1,1,3.0,40.67713,-73.96869,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1,Brooklyn
1260,zalNCZdwwQkyUpOKJOBDeA,Van Leeuwen Ice Cream - Williamsburg,5.627621113690637,16.0,1,1,3.0,40.7183199,-73.9618911,0,0,1,0,0,0,0,0,0,0,3.0,3.0,1,Brooklyn
1263,32yiaPVXSlYquRxI6_jnAg,Colson Patisserie,5.521460917862246,16.0,1,1,1.0,40.667755,-73.98397,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1264,mIhqKMgru4002wfrVW-Gfw,ChikaLicious Dessert Bar,7.22402480828583,16.0,1,1,2.0,40.72964636531206,-73.98620154365136,0,1,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1267,D17G4yvZE5JiUfuNhdMtoA,Galloway's Bakery,4.418840607796598,16.0,1,1,2.0,40.98014,-73.81001,1,1,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1269,sSQ3dtC8nbfeT6srFiiIlA,Stumptown Coffee Roasters,7.275864600546533,20.25,1,1,2.0,40.7456663381275,-73.9880916348562,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1270,xGQ26ijvBi9DKVVG7DQOlA,Le Moulin a Cafe,5.996452088619021,16.0,1,1,2.0,40.76981507188533,-73.9518785114284,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1272,EuyviCkFOIHVgIM_54dbBA,Downtown Yogurt,5.429345628954441,16.0,1,1,2.0,40.7202135399946,-74.0430064490326,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1273,SLrIiJMqIOdN5KNYpinINQ,Paris Baguette ,6.637258031284457,16.0,1,1,2.0,40.74738,-73.98627,1,0,0,0,0,1,0,0,0,0,2.0,2.0,1,Manhattan
1275,-zzMDQkhZzrnBUdrfpG3Ng,Ange Noir Cafe,4.983606621708336,16.0,1,1,1.0,40.70426,-73.93419,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1276,q41_LgPNLEMJALV0cW8kzw,Leli's Bakery,5.855071922202427,16.0,1,1,1.0,40.765087,-73.917777,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1,Queens
1277,ipygjHXH9PqQS6aqU54RcQ,Partners Coffee - Brooklyn,6.282266746896006,16.0,1,1,1.0,40.71796,-73.95921,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Brooklyn
1279,kSI-wgcYYfpcHcgDrbKIfg,Sugar Freak,7.631916513071252,16.0,1,1,2.0,40.7646298318085,-73.9159499108791,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Queens
1280,Vdms7GjK3F3bls8kJkC48A,Bwè Kafe,5.726847747587197,20.25,1,1,1.0,40.7487255334854,-74.0275103598833,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,New Jersey
1281,Toe219x40Dtq71_HOQ1OOg,La Colombe Tribeca,5.942799375126701,16.0,1,1,2.0,40.719941,-74.003781,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1282,P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,6.639875833826536,16.0,1,1,3.0,40.71692,-74.00792,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1,Manhattan
1284,lLjfdSeJKTTUYx2e9P5O-w,Culture 36,4.976733742420574,16.0,1,1,2.0,40.75322163402108,-73.9912979,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1285,JylIStPfFLOctHdlglvALA,UT47,5.976350909297934,20.25,1,1,2.0,40.76135,-73.98995,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1287,Wslk06IopmoMSWEpS0DMCg,Lucid Café,5.717027701406222,20.25,1,1,1.0,40.74874,-73.97785,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1289,xMUZfoyzyJoTfZxrEZus4Q,Mom's Kitchen & Bar,7.4815557019095165,20.25,1,1,2.0,40.76247,-73.9901,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1290,YTYxc-Q8A3gRxjBr4nz_Xw,Upright Coffee,4.962844630259907,20.25,1,1,2.0,40.7292285,-73.9537541,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1294,-Td-YEPTOUq2H3LRWgRxUw,Non Solo Piada,6.045005314036012,20.25,1,1,2.0,40.75414,-73.99245,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1296,kKdRGgLdzF-OCSpIftOTAA,Coffee Rx,5.673323267171493,20.25,1,1,2.0,40.6354921703071,-74.0259379148483,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1297,3erDg5x5OYgJjaPkV_ysLw,Birch Coffee,4.7535901911063645,16.0,1,1,2.0,40.7434044,-73.9799957,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1298,d0_AZqk2ZUO-i1j8ROYhmw,Prato Bakery,5.662960480135946,20.25,1,1,1.0,40.724389,-74.051179,1,0,0,0,0,0,0,0,0,1,1.0,1.0,1,New Jersey
1301,_LJFf9YqpYxvExTvVxb7Rw,The Modern,7.0587581525186645,20.25,1,1,4.0,40.761106128269006,-73.97670872686992,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,Manhattan
1302,rqr8waPF6HoIm5MurDziLA,Sal & Dom's Pastry Shop,4.736198448394496,20.25,1,1,2.0,40.865162,-73.855157,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Bronx
1305,pQkzgYnGnNzdCWriyGlfdg,Dweebs,4.709530201312334,20.25,1,1,1.0,40.7003712484126,-73.9228504315857,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1306,Kyu_9aPBKImrpfgk2bL45Q,LACKAWANNA COFFEE,5.247024072160486,16.0,0,0,1.0,40.7185599,-74.04385,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1,New Jersey
1309,fUuy7SqkGJPWpF5NwDklFA,Astoria Provisions,5.342334251964811,16.0,1,1,2.0,40.7722612331431,-73.9291319623589,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Queens
1311,N8Y9fFwPprct8fBQEceG9g,Murray's Cheese - Bleecker,6.597145701886651,20.25,1,1,2.0,40.731082677972,-74.002970759724,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1316,YhOmfXTPu_QRNT3azAu6wA,La Colombe NOHO,6.375024819828097,16.0,1,1,2.0,40.728221,-73.993165,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1320,i3pttENFYcBLDtOd3JLNwQ,Cafe Dolma,5.1647859739235145,20.25,1,1,2.0,40.716372,-74.045997,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1321,NcHnZbq06y9llCt6ayf_Jw,Sweet Chick,6.073044534100405,16.0,1,1,2.0,40.74578,-73.95339,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Queens
1326,NVLnpBbYtis_jBm4ppGD2Q,Modcup Coffee,5.288267030694535,20.25,1,1,2.0,40.74504,-74.04396,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1327,m6FV9h1mMJ9_LZetNOjNjg,Bagelworks,6.240275845170769,16.0,1,1,1.0,40.764358,-73.958862,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1329,rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,6.037870919922137,16.0,1,1,2.0,40.72634,-73.98478,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1330,GnpMYuiz_jWPexVMKYr1SA,Manhattan Espresso Cafe,4.454347296253507,16.0,1,1,1.0,40.755742,-73.972088,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1335,CEXwbWiW6owH5OUpXcv8JQ,Tipsy Scoop,6.431331081933479,16.0,1,1,2.0,40.74046,-73.98082,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1340,MN17Htz75s1aZvO5nltzPA,Haven Cafe,4.454347296253507,20.25,1,1,1.0,40.71885,-73.99668,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1341,ogCC-lJJYnwXDvKGmKZ6Sw,Woorijip,7.967626739333816,16.0,1,1,2.0,40.74747,-73.98648,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1342,SWyTX6h25PVmzB5BI-Ebgw,Empire Coffee & Tea Company,5.556828061699537,20.25,1,1,2.0,40.74135,-74.03075,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1347,m4xMS2SyPJjUJJqPwv2Jig,Felix Roasting,5.717027701406222,16.0,0,0,1.0,40.744999,-73.983182,0,0,0,1,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1354,ByBZ2UskVgZftg1JlG_w2w,Joe Coffee Company,4.912654885736052,16.0,1,1,1.0,40.7750798,-73.9803673,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1358,_kBxNIP6zfSUvP099xG8sw,Grand Army Plaza Greenmarket,4.927253685157205,20.25,1,1,2.0,40.6728810912131,-73.9699401153442,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Brooklyn
1359,QxiSoPQeiiy_tx3vkRJYwg,Cup of Brooklyn,5.272999558563747,20.25,1,1,2.0,40.6894922335672,-73.9226088300347,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1361,ymo6VZtv9zvBl86ZRhPyBA,Ispresso at park,5.0369526024136295,16.0,0,0,1.0,40.77864,-74.0167699,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,New Jersey
1362,2xxX3t7ykIlyoaOXZdRZNw,Bagel World,5.568344503761097,20.25,1,1,1.0,40.67205,-73.98373,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Brooklyn
1363,wSEH8gulcrpttmJWJ_-Bnw,Lyndhurst Pastry Shop,5.3230099791384085,20.25,1,1,1.0,40.809778,-74.117307,1,0,0,0,0,1,0,0,1,0,1.0,1.0,1,New Jersey
1364,FgPvSR_42MtGKy0_n055iw,Double Chicken Please,6.208590026096629,20.25,1,1,2.0,40.719584,-73.990486,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1365,yMxGI1kcqv6a-aGH-VXg8A,Little Skips East,4.532599493153256,16.0,1,1,1.0,40.6849363759513,-73.9137830212712,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Brooklyn
1366,f9xQH4lNAlU9yUYtFPm7sg,mochii,5.3981627015177525,16.0,1,1,2.0,40.72634,-73.98447,0,1,1,0,0,0,1,0,0,0,2.0,2.0,1,Manhattan
1369,PW3ty0qUsqcLHKfFlhY-7A,11th Street Cafe,5.123963979403259,16.0,1,1,2.0,40.735778901325,-74.007258262333,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1373,4EUiVxf2XxfwI9iVVpeWsw,PROOF Coffee Roasters,4.859812404361672,16.0,1,1,1.0,40.8149948120117,-73.9443664550781,0,1,0,1,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1377,SQutR-Sl_uiMbVCdV6PtYA,Max & Mina's,5.645446897643238,20.25,1,1,1.0,40.726919,-73.822347,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1,Queens
1378,VImctKXnwzT_zrsc1ssvbg,Brooklyn Bagel & Coffee Company,6.690842277418564,20.25,1,1,2.0,40.76055,-73.92176,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Queens
1382,0vuzpq5d_KdFHDmBblKuVg,Your Way Cafe,4.820281565605037,16.0,1,1,1.0,40.7034683227539,-73.9300689697266,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Brooklyn
1383,qGvo8VHrY85b4Ze-JaIjYg,Ralph's Coffee,5.181783550292085,16.0,1,1,2.0,40.7716587057718,-73.9657659083605,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1384,56nGFQ5PVuGErwcAR34QAw,Meadowsweet,6.202535517187923,16.0,1,1,3.0,40.7103995,-73.9632384,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1,Brooklyn
1385,DxeD4Jw3gsImI-olCOB0bA,Little Canal,5.043425116919247,16.0,1,1,1.0,40.714309,-73.990417,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1389,hOrSld1yH103f3yv8kzQtA,Jun's Macaron Gelato,4.584967478670572,16.0,1,1,3.0,40.7417447446051,-74.029835150755,0,0,1,0,0,0,0,0,0,1,3.0,3.0,1,New Jersey
1390,QdmvRfJb86BVvk6A-J5gAg,Modern Bread and Bagel,5.971261839790462,16.0,1,1,2.0,40.78438,-73.97392,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1391,U-VF6WSAWTN_6iDpWd5kqw,V-Nam Cafe,6.300785794663244,16.0,1,1,2.0,40.7235879,-73.9879349,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1393,MhBUK7K74bwIEebk_5ikhg,Sugar N Coal,6.025865973825314,16.0,1,1,2.0,40.723274,-73.86837,0,1,0,0,0,0,0,0,0,1,2.0,2.0,1,Queens
1394,8nXo6lNJlXQQIdy8Kf7J9Q,Tessa,6.154858094016418,16.0,1,1,3.0,40.7814059,-73.97918,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1,Manhattan
1396,3gqKLANaXNsHZnPDjKrcTg,Win Son,6.602587892189336,16.0,1,1,2.0,40.70747,-73.94339,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Brooklyn
1400,qY1o1MhoRyN84RRhUJtvpQ,Her Name Is Han,7.510430556378006,20.25,1,1,2.0,40.7462615966797,-73.984733581543,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1401,LGfdxj7CS85_5JlIHumMCQ,Handcraft Coffee,4.976733742420574,16.0,1,1,2.0,40.77358074848198,-73.959483004568,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1407,NyFXsvNhwCwkqVfmCU5LJw,Van Leeuwen Ice Cream - East Village,6.9584483932976555,16.0,1,1,2.0,40.7277,-73.98768,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1409,2uS1f2hNHPzHPOLUdxrVHA,Kinship Coffee,5.384495062789089,16.0,1,1,2.0,40.761502,-73.9167278,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Queens
1411,UJL5YvIP8cvP_xRm3aWRvg,Rockaway Roasters,4.844187086458591,16.0,1,1,2.0,40.5864823914456,-73.8157276121466,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Queens
1416,CVxz9B5ncpMwVK1bk_c1YA,Veselka,8.035926369891792,16.0,1,1,2.0,40.729036,-73.98712,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1418,k6qSh1sdpNA3BgJ7erphAw,The Flour Shoppe Cafe,6.336825731146441,16.0,1,1,2.0,40.657137759068426,-73.63510479368458,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1420,gA0VbcoBLCiD2EpSC6vWeg,Partners Coffee - Queens,5.308267697401205,16.0,1,1,2.0,40.7476534,-73.94161299999999,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Queens
1422,r8kvm7L5qmHQKBAKgUF0ng,Styertowne Bakery,4.890349128221754,16.0,1,1,2.0,40.8418264430436,-74.1593940854278,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1424,wnyX_yg4ddSDkupwFKftIA,Bonafini,6.059123195581797,16.0,1,1,2.0,40.65704,-73.96003,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1425,9fydXI0fj2s-EmlF7vm8Og,Clay,5.2574953720277815,16.0,1,1,3.0,40.8094002234406,-73.9536950700793,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1,Manhattan
1427,nD7Hcq5aaCASbWzc0-Sg3A,Bobwhite Counter,6.814542897259958,20.25,1,1,2.0,40.72365,-73.97899,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1428,UytOpeDV0-5wIHhi987WgA,Beans and Leaves,6.008813185442595,20.25,1,1,1.0,40.6307373046875,-74.1033935546875,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,Staten Island
1429,1VBeb3BF8R8cwuCYGeMrVg,Zaca Cafe,5.313205979041787,20.25,1,1,2.0,40.68215466644275,-73.93804174322241,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1430,ifvr9u06KIZaAfO7vJ9kZw,Bread Plus,4.584967478670572,20.25,1,1,1.0,40.58822,-73.98452,1,0,0,0,0,1,0,0,0,1,1.0,1.0,1,Brooklyn
1431,hi40IRl__sowKdcNdE_3Ew,Joe Coffee Company,5.863631175598097,16.0,1,1,2.0,40.7351713945047,-73.9932620867199,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1432,gdAK_vJ2IHW7emUm3kDX4A,Gigi's Bakery,4.663439094112067,20.25,1,1,,40.62231982032024,-74.028906,1,0,0,0,0,0,0,0,0,0,1.0,2.0,1,Brooklyn
1434,v4N08YmjW24gj7qaastqaw,Neptune Bakery & Deli,4.543294782270004,16.0,1,1,1.0,40.6964247,-74.0980173,1,0,0,0,0,0,0,0,0,1,1.0,1.0,1,New Jersey
1435,O4UeWRZLKuS3GRC4ELJRog,Housing Works Bookstore,6.395261598115449,20.25,1,1,1.0,40.72454,-73.9965931,0,0,0,1,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1436,rd0VGG_d_qNp_aBW_HJM4w,Third Rail Coffee,6.1675164908883415,16.0,0,0,1.0,40.72994,-73.99959,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1437,DANnWXzJGxpYVr_MVLlkpg,Sweetleaf Coffee,4.804021044733257,16.0,1,1,2.0,40.7345567794736,-73.9554053775444,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1443,ItcPcbIUIxT4-dDFdgZgyw,Bay Ave Bakery & Cafe,4.74493212836325,20.25,1,1,1.0,40.400089,-73.985197,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1,New Jersey
1444,pk89jzL1RsE9U0thf_z6tw,Locanda Verde,7.515889085215125,16.0,1,1,3.0,40.7198601300801,-74.010039072422,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1,Manhattan
1445,XqlmqTQvin_5v9kN60qC4Q,Packanack Bakery,4.48863636973214,16.0,1,1,1.0,40.9345862,-74.2689127,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1,New Jersey
1449,pjoUbRK5kKkXKHuAsvDkjQ,Egg Shop,5.75890177387728,16.0,1,1,2.0,40.7188237833334,-73.9581152424216,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1452,1xJV03v3g3oP3G5oDlWuoQ,Di An Di,5.8664680569332965,16.0,1,1,2.0,40.72969,-73.95827,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Brooklyn
1460,mZmUKs7MlzBo1vuKC2E_Yg,Van Leeuwen Ice Cream - Greenpoint,5.926926025970411,16.0,1,1,2.0,40.72358,-73.95053,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1461,DVlV9DmZsB1iUSc60LHttg,Get Stuffed Jersey,5.41164605185504,20.25,1,1,4.0,40.7050887,-74.2953438,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1,New Jersey
1462,8BjVpYMTi1VyWvLWGiFBEA,LIC Corner Cafe,4.7535901911063645,16.0,1,1,1.0,40.746744,-73.94761,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Queens
1463,mv8dMMzzrzalso3sYCP_QA,CAFÉ LULUc,7.394493107219038,16.0,1,1,2.0,40.68451,-73.99225,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1,Brooklyn
1464,zMqPylWzIIPCQtBTosp0tg,Norma's Corner Shoppe,5.786897381366708,20.25,1,1,2.0,40.70224,-73.90075,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Queens
1466,nju5sfcuSGZvPqX2byAX3w,Happy Zoe Vegan Bakery,5.241747015059643,20.25,1,1,1.0,40.724233,-73.949646,1,0,0,0,0,0,0,0,1,1,1.0,1.0,1,Brooklyn
1468,nLftrsCMZX_k43jSWgnKUA,Sit & Wonder,5.545177444479562,16.0,1,1,1.0,40.677513627085,-73.963737487793,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1470,fQnM0Eve80JMe4udNuLZjA,Caffè De Martini,4.418840607796598,20.25,1,1,1.0,40.67906,-73.96816,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1472,ls3bzxgeffEZmZpEVijG-Q,Le Reveil Coffee,5.25227342804663,16.0,1,1,1.0,40.76716,-73.95922,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1474,pBNMZp_tKCAfRNx7-ybcHQ,Calle Dao Chelsea,6.946013991099227,20.25,1,1,2.0,40.74765439999999,-74.00352547055276,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1475,oOsJn3leUnWDfErRWMf81g,Soco,7.766416898019656,16.0,1,1,2.0,40.693739699999334,-73.96449631779052,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Brooklyn
1477,YGUzlo20oCGAnYnvg1b6Kg,Blue Bottle Coffee - Bryant Park,5.749392985908253,16.0,1,1,2.0,40.7530635290641,-73.984223271164,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1479,DiHm4iIAQhqMKfjsrBPvZw,Socarrat Paella Bar - Chelsea,7.161622002939187,16.0,1,1,3.0,40.7426956,-73.9995488,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1,Manhattan
1481,uoT2_Wrt1noD6kZOID7tUg,Jane Restaurant,8.17131687471973,16.0,1,1,2.0,40.72733557776672,-74.00026239325852,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1482,PkbV26BGarsKLkJCYNPEGQ,Turnstyle Underground Market,4.6913478822291435,16.0,1,1,2.0,40.76671,-73.98282,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1483,1KS8IU6SY_bN6L595KG6pQ,Black Rail Coffee,5.1298987149230735,20.25,1,1,1.0,40.7489734210556,-74.0382397546422,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,New Jersey
1487,pwarWuPn7Aw_il-epzJEgg,Awash Ethiopian Restaurant,5.940171252720432,16.0,1,1,2.0,40.72658,-73.98682,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1488,w2zQozUnGO2bxi29xbEwGA,Jongro Rice Hot Dog,5.293304824724492,20.25,0,0,1.0,40.74786060320412,-73.98684282466675,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1490,PevQg80JGAhgMf0BKWsa_A,Java Girl,5.480638923341991,16.0,1,1,1.0,40.76404,-73.95947,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1491,QjgcZ3n9zrFYN4MLVOetJw,The Cobra Club,4.948759890378168,16.0,1,1,1.0,40.706684,-73.923492,0,0,0,1,0,0,0,0,0,1,1.0,1.0,1,Brooklyn
1494,OzTV2KPKRNToqFHqrswbkQ,Parker,4.584967478670572,20.25,1,1,2.0,40.78953,-74.00531,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,New Jersey
1495,ssGhu4n3emZ9kEPVf371IQ,Cookshop,7.747164966520335,16.0,1,1,2.0,40.74573188144824,-74.00540454907613,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1498,IvaqBqN274GeNxMl8sz3Pg,Streecha,5.2832037287379885,20.25,1,1,1.0,40.728496,-73.9889284,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1499,aI1yals6ghSQuXS_vMIbPw,Cafe One,5.424950017481403,20.25,1,1,1.0,40.822166,-73.949569,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1502,a0IET3_yCFcO36OqGSsisg,Eataly NYC Flatiron,8.716044050161402,16.0,1,1,2.0,40.742101,-73.989922,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
1503,pE3OsrPKlpG0R0VpJHbqPg,Variety,4.976733742420574,16.0,1,1,1.0,40.702651,-73.917107,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,Brooklyn
1504,R1X1PY1SSCKyFZI6CWJgmA,Love Cafe,5.231108616854587,20.25,1,1,1.0,40.7945827440822,-73.9337050382274,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,Manhattan
1507,9ynP09RGAB0-BoyzkTaxqg,B & W Bakery,5.6937321388027,16.0,1,1,2.0,40.8981424,-74.0400869,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1,New Jersey
1508,JAHAi7ll1YtN4wKFMdGawg,Gregorys Coffee,5.8805329864007,16.0,1,1,2.0,40.747743,-73.989087,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1512,tRys0z0O4EE8sivXLFZ3kQ,David's Bagels,5.958424693029782,16.0,1,1,1.0,40.732543,-73.982063,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1,Manhattan
1517,4Qd80GOVIPioPNS1-CKEfw,Cha Cha Matcha,6.313548046277095,16.0,1,1,2.0,40.7445736,-73.988701,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1,Manhattan
1520,wA5WLYvThEsZc1Te_4Lcbw,Essex Market,5.730099782973574,16.0,0,0,2.0,40.718056,-73.988081,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1,Manhattan
