coord_lat,coord_long,name,review_count,is_successful,rating,knn_imp_price,scaled_lat,scaled_long,dbscan_cluster
40.75797,-73.932117,Little Flower,4.394449154672439,1,20.25,2.0,0.4742201882755044,-0.8465285914298403,0
40.7191996169974,-73.8415304306788,La Boulangerie,6.48768401848461,1,16.0,2.0,-0.9725420662516031,0.8201687573353659,1
40.76008664260544,-73.89201134333493,Cannelle Patisserie,6.840546529288687,1,20.25,2.0,0.5532051863773798,-0.10862680162749012,2
40.74641597968621,-73.90059416101163,Purple Dough,5.429345628954441,1,16.0,1.0,0.043068386733915345,-0.2665415959935587,3
40.73936,-73.9207457005978,Bolivian Llama Party,5.231108616854587,1,25.0,2.0,-0.22023376011462542,-0.6373086738672369,0
40.746326,-73.955408,Cannelle LIC,5.713732805509369,1,16.0,2.0,0.0397106893474315,-1.2750584302456338,0
40.76074725716023,-73.83303543115849,Gong Gan,4.948759890378168,1,16.0,2.0,0.5778567922850744,0.9764677902312563,4
40.72038,-73.84604,Martha’s Country Bakery,7.853604813097837,1,16.0,2.0,-0.9284946918955123,0.7371974373258057,1
40.739476,-73.924659,Nita's European Bakery,4.890349128221754,1,16.0,1.0,-0.21590508424051996,-0.7093092561549262,0
40.70816,-73.913809,Buttah,4.77912349311153,1,25.0,2.0,-1.3844983055078568,-0.5096806978640248,5
40.762998,-73.814836,Croffle House,5.726847747587197,1,20.25,1.0,0.6618458977063018,1.3113181316029447,6
40.7675803588504,-73.9232428640954,IL Fornaio Bakery Cafe,5.918893854273146,1,20.25,1.0,0.8328419856482577,-0.6832538488756378,0
40.765684008587,-73.7716380616753,The French Workshop,7.213031659834869,1,20.25,2.0,0.7620774543237436,2.1061146430217765,7
40.739852,-73.878295,Du Bois Pastry,5.3471075307174685,1,20.25,1.0,-0.20187420382183768,0.14373945136557115,3
40.77439,-73.91323,Cakes By Nerwan,4.51085950651685,1,20.25,2.0,1.086951721459923,-0.499027708439992,0
40.7609,-73.92375,Queens Bake House,5.0689042022202315,1,20.25,2.0,0.5835565702627297,-0.6925846147274815,0
40.77409,-73.90737,Martha's Country Bakery,7.134093721192866,1,16.0,2.0,1.075756870062069,-0.39120988801751844,0
40.74421,-73.95328,Mango Mango,4.394449154672439,1,20.25,2.0,-0.03925032917991628,-1.2359054742970026,0
40.7422765542239,-73.9553309153442,51st Bakery and Cafe,5.342334251964811,1,20.25,1.0,-0.11139912301188815,-1.2736401538674165,0
40.749433,-73.888595,Lety's Bakery and Café,5.746203190540153,1,16.0,1.0,0.15565203365951252,-0.04576968691973087,3
40.726579853982976,-73.7887353084666,Lulu's Bakery,6.156978985585555,1,16.0,2.0,-0.6971398784661581,1.7915433317140947,8
40.723314,-73.799678,Sweet Cats Cafe,5.44673737166631,1,16.0,1.0,-0.8190090452228266,1.5902093469552054,8
40.70195477148232,-73.903537,Rolo's,5.442417710521793,1,20.25,2.0,-1.616053675994942,-0.3206867300517379,5
40.74259,-73.9546699,Takumen,5.720311776607412,1,16.0,2.0,-0.09970252672928116,-1.2614781685980974,0
40.75904,-73.92631,Tea and Milk,6.218600119691729,1,20.25,1.0,0.5141484915950287,-0.7396859151168813,0
40.76229,-73.91103,Gian Piero Bakery,5.272999558563747,1,20.25,1.0,0.6354260484068789,-0.45855002841785564,0
40.7101728022099,-73.8487773388624,La Dolce Italia,5.093750200806762,1,16.0,1.0,-1.3093882333965523,0.6868332888783515,9
40.74095,-73.92146,I Love Paraguay,5.332718793265369,1,20.25,2.0,-0.16090104770515198,-0.6504510296135293,0
40.7622415,-73.9254221,Parisi Bakery Astoria,5.225746673713202,1,16.0,1.0,0.6336162140975955,-0.723349491438962,0
40.74635,-73.89383,Sweetory,4.962844630259907,1,20.25,2.0,0.040606277459132534,-0.14208816642684557,3
40.75746055027194,-73.82972087546521,Sun Mary Bakery,4.406719247264253,1,16.0,1.0,0.45520947494073183,1.0374521196712538,4
40.7177922,-73.8407207,Bonelle Pastry Shop,5.062595033026967,1,20.25,2.0,-1.0250614800547893,0.8350669479355392,1
40.742559,-73.953697,Café Henri,6.666956792429207,1,16.0,2.0,-0.1008593280404051,-1.2435778345557145,0
40.7438348,-73.9230293,Maggie Mae's,5.062595033026967,1,20.25,2.0,-0.05325135666171862,-0.6793244947311097,0
40.7414137015591,-73.9216857927781,Senso Unico,4.543294782270004,1,20.25,2.0,-0.1435974808813634,-0.6546053786242771,0
40.7433494,-73.9580353,Black Star Bakery & Cafe,5.159055299214529,1,16.0,1.0,-0.07136462622378859,-1.3233979796647597,0
40.742082,-73.935501,Doughnut Plant,5.703782474656201,1,16.0,2.0,-0.11865914176311457,-0.9087906228819597,0
40.763865,-73.914546,Comfortland,5.814130531825066,1,16.0,2.0,0.6941990182465393,-0.5232407206714443,0
40.764739219438496,-73.77121608827844,Afternoon - Bayside,4.465908118654584,1,16.0,1.0,0.7268215405905065,2.113878508538263,7
40.76749,-73.92129,Yaya's Bakery,4.867534450455582,1,16.0,1.0,0.8294701393058392,-0.6473232088846019,0
40.76361832860424,-73.8088889938653,Supex Mochi Donut,4.532599493153256,1,16.0,2.0,0.6849941861807927,1.4207367731529552,6
40.7574069471889,-73.8354960456491,Beard Papa's,5.030437921392435,1,16.0,1.0,0.4532092131104116,0.9311950784092946,4
40.70071,-73.903748,Rudy's Bakery and Cafe,5.5909869805108565,1,16.0,1.0,-1.662503781891781,-0.32456890754463924,5
40.7432877579923,-73.9516040481087,Sweetleaf,6.2285110035911835,1,16.0,2.0,-0.07366486994407645,-1.205069726847686,0
